,wrapperType,artistId,collectionId,artistName,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,copyright,country,currency,releaseDate,primaryGenreName,previewUrl,description,kind,trackId,trackName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
83,audiobook,645389932.0,1434045544.0,Mark Lewisohn,Tune In: The Beatles: All These Years (Unabridged),Tune In: The Beatles: All These Years (Unabridged),https://books.apple.com/us/author/mark-lewisohn/id645389932?uo=4,https://books.apple.com/us/audiobook/tune-in-the-beatles-all-these-years-unabridged/id1434045544?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/34/61/2b/34612b33-0ed4-2339-bdf6-4e8bda75cc94/9780804164818.d.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/34/61/2b/34612b33-0ed4-2339-bdf6-4e8bda75cc94/9780804164818.d.jpg/100x100bb.jpg,32.99,cleaned,2.0,,USA,USD,2013-10-29T07:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/55/23/0a/55230af5-d1a1-1fde-9445-12c595a956f5/mzaf_5950094535445317802.std.aac.p.m4a,"<i>Tune In</i> is the first volume of <i>All These Years—</i>a highly-anticipated, groundbreaking biographical trilogy by the world's leading Beatles historian. Mark Lewisohn uses his unprecedented archival access and hundreds of new interviews to construct the full story of the lives and work of John Lennon, Paul McCartney, George Harrison, and Ringo Starr. <br /><br />Ten years in the making, <i>Tune In</i> takes the Beatles from before their childhoods through the final hour of 1962—when, with breakthrough success just days away, they stand on the cusp of a whole new kind of fame and celebrity. They’ve one hit record (""Love Me Do"") behind them and the next (""Please Please Me"") primed for release, their first album session is booked, and America is clear on the horizon. &#xa0;This is the lesser-known Beatles story—the pre-Fab years of Liverpool and Hamburg—and in many respects the most absorbing and incredible period of them all. Here is the complete and true account of their family lives, childhoods, teenage years and their infatuation with American music, here is the riveting narrative of their unforgettable days and nights in the Cavern Club, their laughs, larks and adventures when they could move about freely, before fame closed in. &#xa0;<br /><br />For those who’ve never read a Beatles book before, this is the place to discover the young men behind the icons. For those who think they know John, Paul, George, and Ringo, it’s time to press the Reset button and tune into the real story, the lasting word.",,,,,,,,,,,,,,,,,,,,,,,,,
84,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/10/27/27/1027275b-708d-942a-2f38-800ecaa0d79e/mzaf_7748806922353413165.plus.aac.p.m4a,,song,1441134482.0,Revolution 9,Revolution 9,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,12.0,502013.0,True,,,,,,,,,,,,
85,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/piggies/1441133180?i=1441133850&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/85/9f/30/859f3050-79af-f978-5c0a-a8a81dca65b9/mzaf_2631782999027815002.plus.aac.p.m4a,,song,1441133850.0,Piggies,Piggies,https://music.apple.com/us/album/piggies/1441133180?i=1441133850&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,12.0,124267.0,True,,,,,,,,,,,,
86,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9d/7a/e9/9d7ae9f8-5ad1-2511-53c7-85eeb1378273/mzaf_17368987444761316535.plus.aac.p.m4a,,song,1441133624.0,Wild Honey Pie,Wild Honey Pie,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,5.0,52973.0,True,,,,,,,,,,,,
87,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/100x100bb.jpg,19.99,notExplicit,32.0,,USA,USD,2009-09-09T07:00:00Z,Pop,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/32/a2/13/32a21383-7e17-e8ae-e0e0-bf6b78144fc0/mzvf_7037047804382233330.640x478.h264lc.U.p.m4v,,music-video,1441134703.0,The Beatles,The Beatles (Documentary),https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/30x30bb.jpg,1.99,notExplicit,3.0,3.0,1.0,331490.0,,,,,,,,,,,,,
88,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/day-tripper/1441132965?i=1441133726&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/9d/55/b9/9d55b92d-47a7-91a7-aaec-d96f238c1334/mzaf_15906013049339481645.plus.aac.p.m4a,,song,1441133726.0,Day Tripper,Day Tripper,https://music.apple.com/us/album/day-tripper/1441132965?i=1441133726&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,4.0,169613.0,True,,,,,,,,,,,,
89,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/we-can-work-it-out/1441132965?i=1441133719&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/3f/27/68/3f2768be-9e96-56e3-d5c9-1894d5750fde/mzaf_14334486014783240184.plus.aac.p.m4a,,song,1441133719.0,We Can Work It Out,We Can Work It Out,https://music.apple.com/us/album/we-can-work-it-out/1441132965?i=1441133719&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,3.0,136120.0,True,,,,,,,,,,,,
90,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/ticket-to-ride/1441132965?i=1441133494&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1965-04-09T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/b8/a9/09/b8a909c7-a75b-cae3-8401-bad874faed14/mzaf_4823582623204487375.plus.aac.p.m4a,,song,1441133494.0,Ticket to Ride,Ticket to Ride,https://music.apple.com/us/album/ticket-to-ride/1441132965?i=1441133494&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,12.0,191160.0,True,,,,,,,,,,,,
91,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/youve-got-to-hide-your-love-away/1441132965?i=1441133714&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1965-08-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/7e/39/16/7e39169f-0b7d-a09f-0802-b4333fd9f3a0/mzaf_3067496292019828066.plus.aac.p.m4a,,song,1441133714.0,You've Got to Hide Your Love Away,You've Got to Hide Your Love Away,https://music.apple.com/us/album/youve-got-to-hide-your-love-away/1441132965?i=1441133714&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,2.0,131307.0,True,,,,,,,,,,,,
92,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eleanor-rigby/1441132965?i=1441134125&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1966-08-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/62/02/66/620266e6-06ec-8f12-6b72-a29c5460971f/mzaf_15766137770005926740.plus.aac.p.m4a,,song,1441134125.0,Eleanor Rigby,Eleanor Rigby,https://music.apple.com/us/album/eleanor-rigby/1441132965?i=1441134125&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,12.0,128160.0,True,,,,,,,,,,,,
93,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-feel-fine/1441132965?i=1441133491&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1964-11-23T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b8/94/db/b894db2e-4a6d-729a-45a6-0f1a8b676518/mzaf_12246940514232035925.plus.aac.p.m4a,,song,1441133491.0,I Feel Fine,I Feel Fine,https://music.apple.com/us/album/i-feel-fine/1441132965?i=1441133491&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,11.0,140400.0,True,,,,,,,,,,,,
94,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/she-loves-you-mono-version/1441132965?i=1441133342&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1963-08-23T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4b/c8/7f/4bc87f12-90ce-ed44-2cc0-45796bfdfd4b/mzaf_11496802329706497666.plus.aac.p.m4a,,song,1441133342.0,She Loves You (Mono Version),She Loves You (Mono Version),https://music.apple.com/us/album/she-loves-you-mono-version/1441132965?i=1441133342&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,4.0,142653.0,True,,,,,,,,,,,,
95,track,136975.0,401151866.0,The Beatles,Let It Be,Let It Be,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/across-the-universe/401151866?i=401151893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/23/f0/1a/mzi.ojxbpuxu.tif/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/23/f0/1a/mzi.ojxbpuxu.tif/100x100bb.jpg,,notExplicit,12.0,,USA,USD,1969-12-12T08:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/Music6/v4/29/e8/fe/29e8fef6-d0d8-1c08-1f13-47bd02f66ae9/mzaf_1592984068110512585.plus.aac.p.m4a,,song,401151893.0,Across the Universe,Across the Universe,https://music.apple.com/us/album/across-the-universe/401151866?i=401151893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/23/f0/1a/mzi.ojxbpuxu.tif/30x30bb.jpg,1.29,notExplicit,1.0,1.0,3.0,228133.0,False,,,,,,,,,,,,
96,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/paperback-writer/1441132965?i=1441134120&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1966-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/78/42/2f/78422f67-e339-7c12-c133-8202d0ac74db/mzaf_14074895373127709894.plus.aac.p.m4a,,song,1441134120.0,Paperback Writer,Paperback Writer,https://music.apple.com/us/album/paperback-writer/1441132965?i=1441134120&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,11.0,139187.0,True,,,,,,,,,,,,
97,track,829356035.0,1440844129.0,Rae Sremmurd,SremmLife 2 (Deluxe),SremmLife 2 (Deluxe),https://music.apple.com/us/artist/rae-sremmurd/829356035?uo=4,https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440844129?i=1440844145&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ca/a9/3c/caa93c10-c9b5-f7c4-9e3c-915a086130da/16UMGIM21220.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ca/a9/3c/caa93c10-c9b5-f7c4-9e3c-915a086130da/16UMGIM21220.rgb.jpg/100x100bb.jpg,11.99,explicit,14.0,,USA,USD,2016-08-12T12:00:00Z,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/cd/2d/9f/cd2d9f55-9e15-ee47-6ff2-14e433953ace/mzaf_1623751852446098504.plus.aac.p.m4a,,song,1440844145.0,Black Beatles (feat. Gucci Mane),Black Beatles (feat. Gucci Mane),https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440844129?i=1440844145&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ca/a9/3c/caa93c10-c9b5-f7c4-9e3c-915a086130da/16UMGIM21220.rgb.jpg/30x30bb.jpg,1.29,explicit,1.0,1.0,5.0,291891.0,True,,,,,,,Explicit,,,,,
98,track,136975.0,,The Beatles,,,https://music.apple.com/us/artist/the-beatles/136975?uo=4,,https://is1-ssl.mzstatic.com/image/thumb/Video123/v4/ab/56/62/ab5662f7-7554-ff7e-ea3f-b2ab67b02887/5099961564053-WW-artwork.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video123/v4/ab/56/62/ab5662f7-7554-ff7e-ea3f-b2ab67b02887/5099961564053-WW-artwork.jpg/100x100bb.jpg,12.99,notExplicit,,,USA,USD,1965-07-29T07:00:00Z,Music Feature Films,https://video-ssl.itunes.apple.com/itunes-assets/Video123/v4/6d/46/6e/6d466eef-b077-7a03-11bc-bacd17baa14c/mzvf_1785439103247423307.640x480.h264lc.U.p.m4v,,feature-movie,1468148853.0,Help!,Help!,https://itunes.apple.com/us/movie/help/id1468148853?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video123/v4/ab/56/62/ab5662f7-7554-ff7e-ea3f-b2ab67b02887/5099961564053-WW-artwork.jpg/30x30bb.jpg,12.99,notExplicit,,,,5534495.0,,,,3.99,17.99,17.99,3.99,NR,"Released in 1965, ""HELP!"" was the second feature film from The Beatles, who reunited with ""A Hard","Released in 1965, ""HELP!"" was the second feature film from The Beatles, who reunited with ""A Hard Day's Night"" director Richard Lester for the globetrotting comedy. After Ringo becomes unwittingly attached to a mysterious gift from a fan—a sacred ruby ring that gets stuck on his finger—the band goes on the run from a cast of characters who are determined to recover it at any cost. Evading robed cult fanatics, a diabolical scientist, and a hapless troupe of London police, John, Paul, George, and Ringo travel between Buckingham Palace, the Austrian Alps, and the Bahamas, all while delivering seven classic tracks, including ""You’ve Got to Hide Your Love Away,"" ""Another Girl,"" and ""I Need You.""",,,
99,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/michelle/1441132965?i=1441134003&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7e/ab/1c/7eab1cd4-52b7-60b3-0779-354671ca1b0c/mzaf_17073687939379942663.plus.aac.p.m4a,,song,1441134003.0,Michelle,Michelle,https://music.apple.com/us/album/michelle/1441132965?i=1441134003&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,8.0,162453.0,True,,,,,,,,,,,,
100,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-hard-days-night/1441132965?i=1441133482&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1964-07-10T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/a4/d3/29/a4d3295d-bd41-9169-24dd-a44e40f0fef0/mzaf_14902220992469995637.plus.aac.p.m4a,,song,1441133482.0,A Hard Day's Night,A Hard Day's Night,https://music.apple.com/us/album/a-hard-days-night/1441132965?i=1441133482&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,8.0,154627.0,True,,,,,,,,,,,,
101,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/norwegian-wood-this-bird-has-flown/1441132965?i=1441133731&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/f2/5b/18/f25b187d-004e-be70-8ae6-8d8b53cb8a54/mzaf_7541371304432728929.plus.aac.p.m4a,,song,1441133731.0,Norwegian Wood (This Bird Has Flown),Norwegian Wood (This Bird Has Flown),https://music.apple.com/us/album/norwegian-wood-this-bird-has-flown/1441132965?i=1441133731&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,6.0,125187.0,True,,,,,,,,,,,,
102,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eight-days-a-week/1441132965?i=1441133487&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,,USA,USD,1964-12-04T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/58/7b/62/587b624e-d882-4b60-f4c1-4ca68865018f/mzaf_16210975115294469553.plus.aac.p.m4a,,song,1441133487.0,Eight Days a Week,Eight Days a Week,https://music.apple.com/us/album/eight-days-a-week/1441132965?i=1441133487&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,10.0,164533.0,True,,,,,,,,,,,,
